	_id	cost	date_installed	size_kw	state	zipcode
356	51098bf927a49b2192015c12		1347948000	5.17	CO	80620
357	51098bf927a49b2192015c13		1347948000	5.17	CO	80620
358	51098bf927a49b2192015c14		1347948000	5.17	CO	80620
359	51098bf927a49b2192015c15		1347948000	5.17	CO	80620
360	51098bf927a49b2192015c16		1347948000	5.17	CO	80620
361	51098bf927a49b2192015c17		1347948000	5.17	CO	80620
362	51098bf927a49b2192015c18		1347948000	5.17	CO	80620
363	51098bf927a49b2192015c19		1347948000	5.17	CO	80620
364	51098bf927a49b2192015c1a		1347948000	5.17	CO	80620
365	51098bf927a49b2192015c1b		1347948000	5.17	CO	80620
366	51098bf927a49b2192015c1c		1347948000	5.17	CO	80620
367	51098bf927a49b2192015c1d		1347948000	5.17	CO	80620
368	51098bf927a49b2192015c1e		1347948000	5.17	CO	80620
369	51098bf927a49b2192015c1f		1347948000	5.17	CO	80620
370	51098bf927a49b2192015c20		1347948000	5.17	CO	80620
371	51098bf927a49b2192015c21		1347948000	5.17	CO	80620
372	51098bf927a49b2192015c22		1347948000	5.17	CO	80620
373	5195de9b27a49b118700e498	22123.2	1347948000	5.28	CO	80212
374	5195de9b27a49b118700e499	17095.2	1347948000	4.08	CO	81507
375	51098bf927a49b2192015a57		1347861600	4.8	CO	80010
376	51098bf927a49b2192015a70		1347861600	6.5	CO	80013
377	51098bf927a49b2192015ab4		1347861600	4.08	CO	80021
378	51098bf927a49b2192015afa		1347861600	3.44	CO	80126
379	51098bf927a49b2192015b21		1347861600	5.04	CO	80130
380	51098bf927a49b2192015b5e		1347861600	6.96	CO	80228
381	51098bf927a49b2192015b71		1347861600	5.04	CO	80233
382	51098bf927a49b2192015c3c		1347861600	3.3	CO	80930
383	51098bf927a49b2192015c3d		1347861600	3.96	CO	80930
384	51098bf927a49b2192015c3e		1347861600	4.84	CO	80930
385	51098bf927a49b2192015c3f		1347861600	7.92	CO	80930
386	51098bf927a49b2192015c40		1347861600	9.9	CO	80930
387	5195de9b27a49b118700e497	21117.6	1347861600	5.04	CO	81526
388	51098bf927a49b2192015a50		1347602400	6.24	CO	80005
389	51098bf927a49b2192015a5a		1347602400	2.16	CO	80011
390	51098bf927a49b2192015b1a		1347602400	9.12	CO	80129
391	51098bf927a49b2192015b92		1347602400	7.92	CO	80249
392	51098bf927a49b2192015ae8		1347516000	7.2	CO	80123
393	51098bf927a49b2192015b4d		1347516000	2.4	CO	80221
394	51098bf927a49b2192015b78		1347516000	6.24	CO	80237
395	51098bf927a49b2192015b99		1347516000	6.48	CO	80303
396	51098bf927a49b2192015bc5		1347516000	3.36	CO	80521
397	51098bf927a49b2192015bc6		1347516000	3.36	CO	80521
398	51098bf927a49b2192015bcd		1347516000	3.36	CO	80525
399	51098bf927a49b2192015bce		1347516000	6.93	CO	80525
400	51098bf927a49b2192015bd4		1347516000	3.12	CO	80528
401	5195de9b27a49b118700e496	33184.8	1347516000	7.92	CO	80122
402	51098bf927a49b2192015a6f		1347429600	5.76	CO	80013
403	51098bf927a49b2192015aaa		1347429600	3.96	CO	80020
404	51098bf927a49b2192015aec		1347429600	3.01	CO	80124
405	51098bf927a49b2192015b38		1347429600	3.96	CO	80210
406	51098bf927a49b2192015b5d		1347429600	6.48	CO	80228
407	51098bf927a49b2192015bdd		1347429600	9.36	CO	80550
408	51098bf927a49b2192015c29		1347429600	6.96	CO	80634
409	5195de9b27a49b118700e493	22123.2	1347429600	5.28	CO	80122
410	5195de9b27a49b118700e494	17095.2	1347429600	4.08	CO	80126
411	5195de9b27a49b118700e495	41229.6	1347429600	9.84	CO	81507
412	51098bf927a49b2192015a6e		1347343200	3.6	CO	80013
413	51098bf927a49b2192015a9a		1347343200	9.36	CO	80017
414	51098bf927a49b2192015ac6		1347343200	4.08	CO	80027
