county,year,energy_use
Delta,2032,284446169.4032269
Delta,2033,288379927.5717063
Delta,2034,292131731.6740523
Delta,2035,295905552.1839318
Delta,2036,299609990.3724775
Delta,2037,303297288.63475806
Delta,2038,306977808.92196727
Delta,2039,310575483.71250665
Eagle,1990,136007838.42053849
Eagle,1991,144332212.1373117
Eagle,1992,153431804.692454
Eagle,1993,165097002.45077035
Eagle,1994,178583349.22620782
Eagle,1995,190002445.76599428
Eagle,1996,202590523.09379765
Eagle,1997,216605987.48907435
Eagle,1998,231402823.25318342
Eagle,1999,245547490.7881883
Eagle,2000,266330738.6930367
Eagle,2001,273418453.7915209
Eagle,2002,277479123.8902685
Eagle,2003,281527488.93421113
Eagle,2004,286000378.58027196
Eagle,2005,290879335.2439764
Eagle,2006,296638103.75761855
Eagle,2007,303221311.35045654
Eagle,2008,309478434.841706
Eagle,2009,316978369.470073
Eagle,2010,320325346.0384925
Eagle,2011,317772045.89248586
Eagle,2012,319002551.98254496
Eagle,2013,321986529.27150595
Eagle,2014,324613659.7764515
Eagle,2015,328052924.3004106
Eagle,2016,331793662.8211605
Eagle,2017,337416405.65442544
Eagle,2018,343026858.3217386
Eagle,2019,348617726.89248616
Eagle,2020,354208121.24183124
Eagle,2021,359756787.74236363
Eagle,2022,365232260.8820093
Eagle,2023,371294905.9609837
Eagle,2024,377974602.7274486
Eagle,2025,385319266.000509
Eagle,2026,393359787.1279449
Eagle,2027,402043025.9205956
Eagle,2028,411320904.2886028
Eagle,2029,420566530.2332691
Eagle,2030,429125319.4761687
Eagle,2031,437637547.5206703
Eagle,2032,446128229.80747646
Eagle,2033,454585037.4963596
Eagle,2034,462962513.98169214
Eagle,2035,471217374.88927186
Eagle,2036,479347322.11944807
Eagle,2037,487358396.5134905
Eagle,2038,495240982.27980953
Eagle,2039,503009202.9000582
Pueblo,1990,1047889449.8579339
Pueblo,1991,1052971738.4190012
Pueblo,1992,1060902155.1334186
Pueblo,1993,1077479284.2654908
Pueblo,1994,1097646419.2435517
Pueblo,1995,1115639085.1224985
Pueblo,1996,1129888253.2190483
Pueblo,1997,1149432893.1216764
Pueblo,1998,1171493095.315437
Pueblo,1999,1191421465.0590856
Pueblo,2000,1209635841.512844
Pueblo,2001,1227901381.9726927
Pueblo,2002,1249091796.4961095
Pueblo,2003,1261806045.2243142
Pueblo,2004,1268184487.9227235
Pueblo,2005,1278835122.853718
Pueblo,2006,1296699878.7626338
Pueblo,2007,1319681032.6021304
Pueblo,2008,1332412335.9728818
Pueblo,2009,1341553633.5402815
Pueblo,2010,1359802119.298745
Pueblo,2011,1365711558.8707504
Pueblo,2012,1370845011.4127529
Pueblo,2013,1373624920.9178925
Pueblo,2014,1378169987.6798723
Pueblo,2015,1391626114.1072829
Pueblo,2016,1407938896.0201464
Pueblo,2017,1424255519.063771
Pueblo,2018,1440168786.3342454
Pueblo,2019,1455813413.1793823
Pueblo,2020,1471209795.8566883
Pueblo,2021,1486420516.0097926
Pueblo,2022,1501507660.0175662
Pueblo,2023,1516482634.2747743
Pueblo,2024,1531366301.149594
Pueblo,2025,1546254006.4215631
Pueblo,2026,1562039085.1780577
Pueblo,2027,1579079214.1233606
Pueblo,2028,1596108904.1935208
Pueblo,2029,1613142197.3988857
Pueblo,2030,1630107441.045316
Pueblo,2031,1646954628.6099248
Pueblo,2032,1663557756.895793
Pueblo,2033,1679905380.547547
Pueblo,2034,1695978856.1326418
Pueblo,2035,1711765074.7825918
Pueblo,2036,1727232737.9989386
Pueblo,2037,1742390025.4491765
Pueblo,2038,1757245017.6041644
Pueblo,2039,1771803631.9442992
La Plata,1990,293346995.9626996
La Plata,1991,301885556.6472542
La Plata,1992,311092745.3642502
La Plata,1993,321619119.118225
La Plata,1994,333446606.88127476
La Plata,1995,350216520.7760191
La Plata,1996,358709903.8908142
La Plata,1997,364302887.02704626
La Plata,1998,371992109.4001214
La Plata,1999,386331470.04180205
La Plata,2000,402785140.9482296
La Plata,2001,412426034.33139336
La Plata,2002,416437802.5259511
La Plata,2003,419672516.52425826
La Plata,2004,424000527.703067
La Plata,2005,431111477.18403304
La Plata,2006,437391159.38847107
La Plata,2007,444059368.6862455
La Plata,2008,452435290.1174067
La Plata,2009,458633652.6848929
La Plata,2010,464813944.2280895
La Plata,2011,468635966.6294129
La Plata,2012,473975955.37925667
La Plata,2013,482541622.5979054
La Plata,2014,487718972.09295505
La Plata,2015,495661188.8596019
La Plata,2016,503251020.58144677
La Plata,2017,515061323.19655573
La Plata,2018,527345464.2673356
La Plata,2019,538921399.1562124
La Plata,2020,550417664.2437688
La Plata,2021,561824037.8600655
La Plata,2022,573715109.4554234
La Plata,2023,585642111.2072879
La Plata,2024,596810654.6151282
La Plata,2025,607927434.1193489
La Plata,2026,618981026.5014648
La Plata,2027,630021841.3639312
La Plata,2028,640723162.9456962
La Plata,2029,651398169.9381025
La Plata,2030,661999684.7235135
La Plata,2031,672554893.3310069
La Plata,2032,682873297.6469381
La Plata,2033,693175853.6480863
La Plata,2034,703449188.0441848
La Plata,2035,713662892.3634717
La Plata,2036,723610778.0795394
La Plata,2037,733450389.3854246
La Plata,2038,743080052.3759594
La Plata,2039,752702121.2655842
Montrose,1990,192957907.7028482
Montrose,1991,198527551.33600864
Montrose,1992,205966835.5681707
Montrose,1993,214333084.4670647
Montrose,1994,223924812.07790938
Montrose,1995,233068768.62092593
Montrose,1996,239455398.06205344
Montrose,1997,245496379.66134876
Montrose,1998,250068357.932857
Montrose,1999,257271973.18195167
Montrose,2000,263784292.74738184
Montrose,2001,270563703.82428414
Montrose,2002,274365830.08451736
Montrose,2003,279974751.8843503
Montrose,2004,283831867.5693311
Montrose,2005,290634845.5494892
Montrose,2006,298262664.9725832
Montrose,2007,307398765.8842447
Montrose,2008,313848240.3872879
Montrose,2009,319567141.0363019
Montrose,2010,323487101.79113245
Montrose,2011,321248246.45072716
Montrose,2012,319653553.00480413
Montrose,2013,319520007.24279124
Montrose,2014,320266292.3585564
Montrose,2015,320470538.80724096
Montrose,2016,325388164.91806746
Montrose,2017,331423696.58076835
Montrose,2018,336583834.56986004
Montrose,2019,341702068.7445929
Montrose,2020,346779812.9895619
Montrose,2021,351834809.17132664
Montrose,2022,356869183.21406364
Montrose,2023,361893271.56934637
Montrose,2024,366906559.7339215
Montrose,2025,374313727.63039243
Montrose,2026,383330530.45045406
Montrose,2027,392321643.9239143
Montrose,2028,401284217.3601039
Montrose,2029,410211065.9787536
Montrose,2030,419133653.6231618
Montrose,2031,428021502.63210624
Montrose,2032,436855641.7672995
Montrose,2033,445641460.6929149
Montrose,2034,454381931.21596026
Montrose,2035,463062035.19199497
Montrose,2036,471671472.58965147
Montrose,2037,480210284.1253811
Montrose,2038,488672683.4330969
Montrose,2039,497055349.7808935
Larimer,1990,1932777049.7638383
Larimer,1991,1999600524.2390437
Larimer,1992,2062808009.835721
Larimer,1993,2137039095.8135118
Larimer,1994,2220527113.320336
Larimer,1995,2289706146.2649827
Larimer,1996,2347820253.2413325
Larimer,1997,2405149174.061202
Larimer,1998,2470030345.938798
Larimer,1999,2543155972.459439
Larimer,2000,2614742220.8575063
Larimer,2001,2695575069.371281
Larimer,2002,2749918216.523364
Larimer,2003,2770322725.1991935
Larimer,2004,2823250470.9478927
Larimer,2005,2850153428.2072444
Larimer,2006,2903401447.327903
Larimer,2007,2962569356.7908554
Larimer,2008,3020838434.6943426
Larimer,2009,3073611209.5283003
Larimer,2010,3105049649.992371
Larimer,2011,3151881871.655623
Larimer,2012,3210140618.220382
Larimer,2013,3267655504.1521006
Larimer,2014,3348457358.4985247
Larimer,2015,3438598795.552792
Larimer,2016,3498861833.040765
Larimer,2017,3564693295.660701
Larimer,2018,3627623739.1554637
Larimer,2019,3690058877.6555347
Larimer,2020,3752532689.616511
Larimer,2021,3815127494.7783465
Larimer,2022,3882197291.728976
Larimer,2023,3949578533.2555933
Larimer,2024,4016831181.2508664
Larimer,2025,4083940102.256045
Larimer,2026,4150921229.972081
Larimer,2027,4216882439.9909897
Larimer,2028,4279599710.075318
Larimer,2029,4342081089.607988
Larimer,2030,4404202554.100635
Larimer,2031,4465936300.375942
Larimer,2032,4527445543.196117
Larimer,2033,4588475414.154842
Larimer,2034,4649102214.115466
Larimer,2035,4709287593.887794
Larimer,2036,4768986181.320345
Larimer,2037,4828352133.6539135
Larimer,2038,4887330791.908487
Larimer,2039,4946017923.179494
Kit Carson,1990,99014272.68119615
Kit Carson,1991,99236153.40429127
Kit Carson,1992,100317821.92937997
Kit Carson,1993,100706113.19479643
Kit Carson,1994,101787781.71988513
Kit Carson,1995,102800112.5190066
Kit Carson,1996,103715370.50177395
Kit Carson,1997,105407211.01537423
Kit Carson,1998,107556680.52035818
Kit Carson,1999,109567474.57340768
Kit Carson,2000,110593672.9177226
Kit Carson,2001,111952692.34584814
Kit Carson,2002,114948082.10652281
Kit Carson,2003,113505857.40723659
Kit Carson,2004,114504320.6654636
Kit Carson,2005,110912626.4527342
Kit Carson,2006,110191514.10836078
Kit Carson,2007,108652216.58689608
Kit Carson,2008,111522798.4440193
Kit Carson,2009,114670731.20182185
Kit Carson,2010,114532055.75266093
Kit Carson,2011,113450387.22845976
Kit Carson,2012,112160705.52172512
Kit Carson,2013,114670731.20538582
Kit Carson,2014,111481195.8142633
Kit Carson,2015,113977353.94866735
Kit Carson,2016,105934177.73548472
Kit Carson,2017,106475125.7156717
Kit Carson,2018,106492804.95152675
Kit Carson,2019,106641949.11973341
Kit Carson,2020,106850604.24857338
Kit Carson,2021,107264237.57939741
Kit Carson,2022,107737600.66209672
Kit Carson,2023,108265024.86994378
Kit Carson,2024,108844092.2108032
Kit Carson,2025,109475271.58997758
Kit Carson,2026,110162995.44517413
Kit Carson,2027,110927725.72847672
Kit Carson,2028,111695187.51453982
Kit Carson,2029,112476247.1234291
Kit Carson,2030,113281035.62194411
Kit Carson,2031,114112211.6938524
Kit Carson,2032,114967845.1967469
Kit Carson,2033,115851987.14387555
Kit Carson,2034,116768045.636264
Kit Carson,2035,117705727.30545457
Kit Carson,2036,118658217.68049587
Kit Carson,2037,119620485.86455365
Kit Carson,2038,120589058.77209301
Kit Carson,2039,121556771.9438338
Gilpin,1990,46318919.437340155
Gilpin,1991,46635758.95140665
Gilpin,1992,48868723.14578006
Gilpin,1993,50875373.40153453
Gilpin,1994,52791498.08184143
Gilpin,1995,55371476.982097186
Gilpin,1996,57166900.89514067
Gilpin,1997,60878449.48849105
Gilpin,1998,63986494.2455243
Gilpin,1999,68467510.23017903
Gilpin,2000,72526073.52941176
Gilpin,2001,72858000.6375606
Gilpin,2002,72873088.23719515
Gilpin,2003,73189927.74914941
Gilpin,2004,72797650.25616182
Gilpin,2005,73808519.18187235
Gilpin,2006,74728862.53058122
Gilpin,2007,74894826.0882088
Gilpin,2008,76705337.59836723
Gilpin,2009,81412667.52085632
Gilpin,2010,82393361.25319694
Gilpin,2011,82197222.50544338
Gilpin,2012,82333010.86799617
Gilpin,2013,84052996.80235995
Gilpin,2014,87040340.79143573
Gilpin,2015,87870158.56688477
Gilpin,2016,89409093.3476377
Gilpin,2017,89956874.4168495
Gilpin,2018,90445887.26279736
Gilpin,2019,90875472.88839585
Gilpin,2020,91262522.66521989
Gilpin,2021,91609137.92221776
Gilpin,2022,91918327.99229822
Gilpin,2023,92202574.71748374
Gilpin,2024,92467508.5036229
Gilpin,2025,92718735.16498989
Gilpin,2026,92814738.13067947
Gilpin,2027,92903279.09737039
Gilpin,2028,92994699.72207025
Gilpin,2029,93095384.3893043
Gilpin,2030,93212576.77714863
Gilpin,2031,93645478.57497531
Gilpin,2032,94250584.48199104
Gilpin,2033,94877621.06987815
Gilpin,2034,95522469.13504577
Gilpin,2035,96182264.31901607
Gilpin,2036,96549110.53685221
Gilpin,2037,96926013.16406891
Gilpin,2038,97311798.50038536
Gilpin,2039,97550369.62488317
Costilla,1990,10644438.64229765
Costilla,1991,10891362.924281985
Costilla,1992,10664459.53002611
Costilla,1993,11151634.464751957
Costilla,1994,11275096.605744125
Costilla,1995,11748924.281984333
Costilla,1996,11965817.23237598
Costilla,1997,12149342.036553524
Costilla,1998,12372908.61618799
Costilla,1999,12279477.806788512
Costilla,2000,12256120.104438642
Costilla,2001,12483023.4986745
Costilla,2002,12459665.796284586
Costilla,2003,12679895.561327672
Costilla,2004,12686569.190543799
Costilla,2005,12329530.025942817
Costilla,2006,12339540.469917167
Costilla,2007,12266130.548349591
Costilla,2008,12049237.598028013
Costilla,2009,11695535.248081814
Costilla,2010,11842355.091383811
Costilla,2011,12169362.92425863
Costilla,2012,12015869.451760527
Costilla,2013,11802313.315903537
Costilla,2014,11879060.052135905
Costilla,2015,11919101.827729622
Costilla,2016,12369571.801523203
Costilla,2017,12471947.574224425
Costilla,2018,12518550.844391229
Costilla,2019,12597311.416155133
Costilla,2020,12606790.127257593
Costilla,2021,12614891.148390498
Costilla,2022,12621208.21918035
Costilla,2023,12626607.524808737
Costilla,2024,12631218.114278724
Costilla,2025,12635370.796909302
Costilla,2026,12639540.609424766
Costilla,2027,12644444.606112238
Costilla,2028,12650369.317211134
Costilla,2029,12657027.880976195
Costilla,2030,12664268.239769476
Costilla,2031,12672218.108492227
Costilla,2032,12680696.141820755
Costilla,2033,12689755.43607028
Costilla,2034,12699712.31608485
Costilla,2035,12710810.880832141
Costilla,2036,12723490.740042236
Costilla,2037,12738103.04619141
Costilla,2038,12754954.039262189
Costilla,2039,12773997.64960026
Summit,1990,106435005.85362476
Summit,1991,110906165.39087667
Summit,1992,114002216.9304839
Summit,1993,125068954.34865437
Summit,1994,140862110.87250182
Summit,1995,150471398.49676147
Summit,1996,159710148.03782344
Summit,1997,167582023.76086733
Summit,1998,175264513.35249907
Summit,1999,185828965.81344604
Summit,2000,211684289.84101695
Summit,2001,216501284.92231506
Summit,2002,218321038.6200356
Summit,2003,219902001.10693777
Summit,2004,219910235.29675835
Summit,2005,219218564.19717103
Summit,2006,220997146.9971128
Summit,2007,223665021.2000884
Summit,2008,226143509.2637389
Summit,2009,228770212.56350932
Summit,2010,231199295.55609438
Summit,2011,230178257.28502905
Summit,2012,232310909.8050286
Summit,2013,235991588.09919608
Summit,2014,240545089.43485472
Summit,2015,246432527.866666
Summit,2016,250047332.72137466
Summit,2017,254924769.1826019
Summit,2018,259841239.49702263
Summit,2019,264787459.2582578
Summit,2020,269754416.3405347
Summit,2021,274719054.3617184
Summit,2022,279662522.7222657
Summit,2023,284560698.97405535
Summit,2024,290249158.7107779
Summit,2025,296293252.6971524
Summit,2026,302677178.43969595
Summit,2027,309003533.92820877
Summit,2028,314860309.6355332
Summit,2029,320246755.67969817
Summit,2030,325576724.296426
Summit,2031,330859215.8706703
Summit,2032,336102020.142113
Summit,2033,341315619.4313162
Summit,2034,346530735.3485882
Summit,2035,351735627.1911239
Summit,2036,356905979.169941
Summit,2037,362089926.4366811
Summit,2038,367272401.7186696
Summit,2039,372448883.32581115
Broomfield,1990,0.0
Broomfield,1991,0.0
Broomfield,1992,0.0
Broomfield,1993,0.0
Broomfield,1994,0.0
Broomfield,1995,0.0
Broomfield,1996,0.0
Broomfield,1997,0.0
Broomfield,1998,0.0
Broomfield,1999,0.0
Broomfield,2000,244281420.42081264
Broomfield,2001,262292778.49223107
Broomfield,2002,268915533.30382067
Broomfield,2003,284936896.14970624
Broomfield,2004,294101014.2973718
Broomfield,2005,305793820.6435359
Broomfield,2006,324179095.0153173
Broomfield,2007,337969635.1865249
Broomfield,2008,344763504.23760456
Broomfield,2009,350961642.2405364
Broomfield,2010,355524688.6176352
Broomfield,2011,362578397.8135985
Broomfield,2012,372110094.6957032
Broomfield,2013,380095425.8595107
Broomfield,2014,390102440.0745067
Broomfield,2015,409761564.88750345
Broomfield,2016,419876317.6916992
Broomfield,2017,434453830.14123315
Broomfield,2018,449246768.1738823
Broomfield,2019,464198787.60017097
Broomfield,2020,479290792.7814725
Broomfield,2021,494513787.6189754
Broomfield,2022,509864283.61131114
Broomfield,2023,525316223.128327
Broomfield,2024,540842607.12911
Broomfield,2025,556428749.6740608
Broomfield,2026,572060172.3234875
Broomfield,2027,587785479.4348606
Broomfield,2028,603589184.4052817
Broomfield,2029,606445744.4251351
Broomfield,2030,609021523.3575246
Broomfield,2031,611281650.0474938
Broomfield,2032,613203071.3625097
Broomfield,2033,614785673.7155468
Broomfield,2034,616026531.8768083
Broomfield,2035,616911397.4236851
Broomfield,2036,617447917.3059558
Broomfield,2037,617667312.6944181
Broomfield,2038,617601490.3686166
Broomfield,2039,617288356.4274468
Morgan,1990,273665443.9891361
Morgan,1991,281476309.28670126
Morgan,1992,291184099.0136751
Morgan,1993,300507544.5752132
Morgan,1994,310922031.63863343
Morgan,1995,314505111.11640537
Morgan,1996,322948284.55710673
Morgan,1997,330412000.28589123
Morgan,1998,330610371.4680516
Morgan,1999,334181052.7469385
Morgan,2000,337850919.6169057
Morgan,2001,340640514.3640524
Morgan,2002,342958977.5582797
Morgan,2003,345351829.94346124
Morgan,2004,346058527.2748244
Morgan,2005,346492464.24075913
Morgan,2006,346938799.3995045
Morgan,2007,345265042.5489102
Morgan,2008,344000426.2637538
Morgan,2009,347471921.9565197
Morgan,2010,349790385.1431838
Morgan,2011,352530387.0941208
Morgan,2012,350137534.7126714
Morgan,2013,349864774.33985394
Morgan,2014,348724140.0420596
Morgan,2015,350001154.5266842
Morgan,2016,348984502.21704596
Morgan,2017,352547199.5733518
Morgan,2018,356054930.32632583
Morgan,2019,359566937.0130659
Morgan,2020,363092328.216302
Morgan,2021,366625872.73864853
Morgan,2022,370180356.3747324
Morgan,2023,373755664.01878256
Morgan,2024,377355557.8468346
Morgan,2025,381030169.6895948
Morgan,2026,385111798.929096
Morgan,2027,389534268.2232954
Morgan,2028,394305306.0425326
Morgan,2029,399420904.42353326
Morgan,2030,404561590.8561708
Morgan,2031,409742301.84688854
Morgan,2032,414971119.6472666
Morgan,2033,420556268.8085977
Morgan,2034,426183845.706853
Morgan,2035,432165890.1168028
Morgan,2036,438168568.7608817
Morgan,2037,444512002.41929686
Morgan,2038,450882089.6935638
Morgan,2039,457267735.08202785
Chaffee,1990,99084322.12028542
Chaffee,1991,100506061.84165817
Chaffee,1992,102482436.2895005
Chaffee,1993,107036690.45191981
Chaffee,1994,110177016.6496772
Chaffee,1995,114512541.624193
Chaffee,1996,118145008.49473326
Chaffee,1997,120371359.15732245
Chaffee,1998,121300958.20591234
Chaffee,1999,124480343.18722393
Chaffee,2000,127425375.46721032
Chaffee,2001,128190927.61979492
Chaffee,2002,130034502.2124584
Chaffee,2003,131190642.20152245
Chaffee,2004,132378029.2200857
Chaffee,2005,132971722.73120315
Chaffee,2006,132674875.97517568
Chaffee,2007,134659062.18691573
Chaffee,2008,135948002.03818914
Chaffee,2009,137518165.1367554
Chaffee,2010,139322680.93781856
Chaffee,2011,140705361.87443408
Chaffee,2012,141572466.87386024
Chaffee,2013,142806724.43222782
Chaffee,2014,144197217.12329656
Chaffee,2015,145322110.09132123
Chaffee,2016,149181117.9086164
Chaffee,2017,151479433.17130038
Chaffee,2018,153763509.526583
Chaffee,2019,156043981.93726557
Chaffee,2020,158320671.26861152
Chaffee,2021,160583189.46563092
Chaffee,2022,162828589.76631764
Chaffee,2023,165052954.29362985
Chaffee,2024,167256921.8437003
Chaffee,2025,169441246.5175495
Chaffee,2026,171611519.91007426
Chaffee,2027,174158144.39571327
Chaffee,2028,176126697.1318779
Chaffee,2029,178070027.16436732
Chaffee,2030,179985413.02867573
Chaffee,2031,182625896.91008723
Chaffee,2032,184245698.0547385
Chaffee,2033,186030093.5499532
Chaffee,2034,187781823.69972306
Chaffee,2035,189541609.7976016
Chaffee,2036,191149961.82772282
Chaffee,2037,192731584.14516237
Chaffee,2038,194288352.65931794
Chaffee,2039,195821167.27073577
Lake,1990,100678147.28385617
Lake,1991,102840205.04973221
Lake,1992,104046934.96557002
Lake,1993,105002262.81560826
Lake,1994,106896158.37796481
Lake,1995,119801464.42234124
Lake,1996,126606080.33664882
Lake,1997,131902283.85615915
Lake,1998,131181597.93420047
Lake,1999,131047516.8324407
Lake,2000,133058733.35883704
Lake,2001,131081037.10362357
Lake,2002,129488824.02572374
Lake,2003,126036235.6509352
Lake,2004,124293181.33060585
Lake,2005,122080843.15591073
Lake,2006,120957913.9236951
Lake,2007,121862961.3613109
Lake,2008,121829441.0837424
Lake,2009,120237228.00510515
Lake,2010,122147883.70313697
Lake,2011,123723336.64095356
Lake,2012,122198164.11475495
Lake,2013,122633927.70149103
Lake,2014,123522214.99806829
Lake,2015,125734553.1774395
Lake,2016,127293245.98804477
Lake,2017,127793800.88893239
Lake,2018,128259977.13165826
Lake,2019,129287067.57515842
Lake,2020,130351902.62153006
Lake,2021,131458204.30202273
Lake,2022,132602215.6557682
Lake,2023,133793381.6293011
Lake,2024,135029502.93755603
Lake,2025,136313484.30126995
Lake,2026,137645271.36062875
Lake,2027,138986655.69073212
Lake,2028,140326570.8919577
Lake,2029,141676047.082319
Lake,2030,143064480.67104533
Lake,2031,144482049.4231531
Lake,2032,145922684.34176502
Lake,2033,147376355.98706913
Lake,2034,148856721.42154482
Lake,2035,150348895.36346793
Lake,2036,151841765.53280813
Lake,2037,153324877.8588765
Lake,2038,154657332.682447
Lake,2039,155825626.91483322
Dolores,1990,12902353.510895884
Dolores,1991,12284687.651331719
Dolores,1992,12018748.184019372
Dolores,1993,12233215.49636804
Dolores,1994,12868038.740920097
Dolores,1995,13357024.21307506
Dolores,1996,14111949.152542373
Dolores,1997,14360731.23486683
Dolores,1998,15132813.559322035
Dolores,1999,15527433.414043585
Dolores,2000,15844845.036319613
Dolores,2001,15999261.500798872
Dolores,2002,16127941.888628433
Dolores,2003,16119363.195920013
Dolores,2004,16067891.041299485
Dolores,2005,16196571.428691532
Dolores,2006,17071598.06312557
Dolores,2007,17165963.680550404
Dolores,2008,17792208.23253131
Dolores,2009,17603476.99751864
Dolores,2010,17877995.157384988
Dolores,2011,17371852.300199244
Dolores,2012,17071598.06302262
Dolores,2013,17337537.530532286
Dolores,2014,16857130.7504166
Dolores,2015,16917181.59798575
Dolores,2016,17457639.22511297
Dolores,2017,17588101.07458888
Dolores,2018,17661048.972158227
Dolores,2019,17648762.56874266
Dolores,2020,17716104.03598864
Dolores,2021,17796887.330293637
Dolores,2022,17888801.362631768
Dolores,2023,17991953.955800887
Dolores,2024,18107220.537369173
Dolores,2025,18234735.55556501
Dolores,2026,18359036.358687643
Dolores,2027,18462270.59397786
Dolores,2028,18547812.944297623
Dolores,2029,18669678.999853395
Dolores,2030,18799605.166499496
Dolores,2031,18939807.553452894
Dolores,2032,19091354.28786535
Dolores,2033,19250444.583887827
Dolores,2034,19417337.77724742
Dolores,2035,19589988.387745574
Dolores,2036,19766504.988503907
Dolores,2037,19945698.014364287
Dolores,2038,20126580.231470574
Dolores,2039,20308340.335312996
El Paso,1990,2113046182.453067
El Paso,1991,2155860581.2500596
El Paso,1992,2245440496.768253
El Paso,1993,2321425167.816054
El Paso,1994,2424340106.328448
El Paso,1995,2494366236.63571
El Paso,1996,2533112683.3763275
El Paso,1997,2585263191.461972
El Paso,1998,2644795492.4436502
El Paso,1999,2702102634.2717757
El Paso,2000,2760487836.5012646
El Paso,2001,2848288686.82031
El Paso,2002,2895574646.500266
El Paso,2003,2929711455.674326
El Paso,2004,2965754785.4214244
El Paso,2005,3023465536.0777287
El Paso,2006,3093459802.5652857
El Paso,2007,3126757530.199013
El Paso,2008,3181393418.9515758
El Paso,2009,3231621474.4813037
El Paso,2010,3331036699.6561775
El Paso,2011,3389724608.45388
El Paso,2012,3438354160.723439
El Paso,2013,3488991135.650273
El Paso,2014,3531853330.3604693
El Paso,2015,3590939537.3585324
El Paso,2016,3665442539.251352
El Paso,2017,3724904272.616829
El Paso,2018,3784583519.212694
El Paso,2019,3844874235.814187
El Paso,2020,3905858005.4837008
El Paso,2021,3967379387.1197176
El Paso,2022,4029218954.8661675
El Paso,2023,4091429981.9754467
El Paso,2024,4154449142.9777155
El Paso,2025,4218273907.306746
El Paso,2026,4282698668.176043
El Paso,2027,4347320980.924583
El Paso,2028,4412230627.51711
El Paso,2029,4476952088.705407
El Paso,2030,4541501638.259983
El Paso,2031,4605815321.411086
El Paso,2032,4669744525.568515
El Paso,2033,4733210841.834234
El Paso,2034,4796213731.323015
El Paso,2035,4858259551.313031
El Paso,2036,4919688131.856335
El Paso,2037,4980461042.69599
El Paso,2038,5040603843.012685
El Paso,2039,5100103679.279189
Baca,1990,64683675.23459812
Baca,1991,63008373.725010194
Baca,1992,61020727.86617707
Baca,1993,61404059.56752346
Baca,1994,62284302.73357813
Baca,1995,62923188.902488776
Baca,1996,64229356.18115055
Baca,1997,64740465.116279066
Baca,1998,64328738.47409221
Baca,1999,64200961.24031007
Baca,2000,63888616.89106487
Baca,2001,63136150.9590337
Baca,2002,61262084.86319332
Baca,2003,60452829.04976512
Baca,2004,59146661.76981141
Baca,2005,58181233.78214394
Baca,2006,58039259.07811194
Baca,2007,56690499.388203666
Baca,2008,55455319.46209739
Baca,2009,54149152.18264052
Baca,2010,53453476.13219094
Baca,2011,53936190.12662095
Baca,2012,53183724.193752125
Baca,2013,52232493.67678886
Baca,2014,51451632.802710414
Baca,2015,51025708.69007492
Baca,2016,50500402.28449778
Baca,2017,50324380.42047533
Baca,2018,50127750.357385434
Baca,2019,49901225.38550888
Baca,2020,49643894.358045764
Baca,2021,49352732.519100115
Baca,2022,49027187.87894426
Baca,2023,48683017.041772865
Baca,2024,48334440.20381197
Baca,2025,47984844.31229887
Baca,2026,47635123.414983355
Baca,2027,47293380.764448375
Baca,2028,46958404.95846365
Baca,2029,46630789.37442764
Baca,2030,46314619.14936136
Baca,2031,46010062.60097788
Baca,2032,45715563.69824615
Baca,2033,45429086.6872925
Baca,2034,45151555.37169194
Baca,2035,44884227.81261065
Baca,2036,44626818.28421014
Baca,2037,44381129.0394379
Baca,2038,44145603.54095278
Baca,2039,43920234.74084658
Fremont,1990,231392192.46646026
Fremont,1991,231499913.60754827
Fremont,1992,242860903.28763083
Fremont,1993,262150168.95179123
Fremont,1994,277999539.5105411
Fremont,1995,290990709.12575555
Fremont,1996,300405536.856848
Fremont,1997,307752118.67905056
Fremont,1998,314667815.9369011
Fremont,1999,324132913.5338346
Fremont,2000,332994772.7406752
Fremont,2001,335608805.76182574
Fremont,2002,337303618.38527304
Fremont,2003,336291039.65990746
Fremont,2004,334222793.74821687
Fremont,2005,333554922.6713167
Fremont,2006,335393363.4820913
Fremont,2007,335041474.41948026
Fremont,2008,335903243.5451682
Fremont,2009,334905027.63904536
Fremont,2010,336492119.12133276
Fremont,2011,340441894.2934254
Fremont,2012,338064847.78146917
