county,year,energy_use
Washington,2029,55130069.98510965
Washington,2030,55289444.549923755
Washington,2031,55441666.52651339
Washington,2032,55476576.52524266
Washington,2033,55390948.95904623
Washington,2034,55184451.36289665
Washington,2035,54970206.81320858
Washington,2036,54748612.035282396
Washington,2037,54521796.88403561
Washington,2038,54292101.294199586
Washington,2039,54062699.46938258
Alamosa,1990,115427418.6285597
Alamosa,1991,115630859.77176932
Alamosa,1992,115045966.48504165
Alamosa,1993,115758010.48627533
Alamosa,1994,117199051.91734348
Alamosa,1995,119547101.77855456
Alamosa,1996,121378072.06744115
Alamosa,1997,122725869.64120491
Alamosa,1998,123938039.78616224
Alamosa,1999,125667289.50344403
Alamosa,2000,127972955.79315309
Alamosa,2001,129108835.5117803
Alamosa,2002,129405520.51305723
Alamosa,2003,130202331.65543008
Alamosa,2004,130592260.51511341
Alamosa,2005,130499016.66077584
Alamosa,2006,130117564.51081549
Alamosa,2007,129634391.79993099
Alamosa,2008,130083657.65497017
Alamosa,2009,129702205.51348653
Alamosa,2010,130999142.79839623
Alamosa,2011,132906403.5128586
Alamosa,2012,132974217.2298217
Alamosa,2013,133965992.79970507
Alamosa,2014,134313538.08952242
Alamosa,2015,135356173.95199805
Alamosa,2016,136737878.37939465
Alamosa,2017,138238368.58703795
Alamosa,2018,139904161.39719692
Alamosa,2019,141608623.31166738
Alamosa,2020,143343385.29654545
Alamosa,2021,145133031.30787185
Alamosa,2022,146841353.8256631
Alamosa,2023,148470276.58476627
Alamosa,2024,150096169.8337464
Alamosa,2025,151728879.892724
Alamosa,2026,153398141.39786366
Alamosa,2027,155078108.25608057
Alamosa,2028,156765476.94830096
Alamosa,2029,158457067.25854278
Alamosa,2030,160159855.2894554
Alamosa,2031,161883408.43634164
Alamosa,2032,163604571.7202697
Alamosa,2033,165328107.00203136
Alamosa,2034,167080754.23068884
Alamosa,2035,168851203.23849756
Alamosa,2036,170638422.87970012
Alamosa,2037,172424212.54127023
Alamosa,2038,174194057.08592397
Alamosa,2039,175952736.3221838
Boulder,1990,1738588309.2660244
Boulder,1991,1776702763.0466878
Boulder,1992,1833739831.620577
Boulder,1993,1902122776.9505668
Boulder,1994,1943998677.3303716
Boulder,1995,1980736241.6606338
Boulder,1996,2013558516.995062
Boulder,1997,2046596171.6848602
Boulder,1998,2108571581.1925912
Boulder,1999,2184008200.41095
Boulder,2000,2124978872.799888
Boulder,2001,2180792894.3369904
Boulder,2002,2187892720.929752
Boulder,2003,2175046880.8089733
Boulder,2004,2179085243.71447
Boulder,2005,2176177622.4292803
Boulder,2006,2200969324.6901875
Boulder,2007,2221153447.0932183
Boulder,2008,2244768255.0094213
Boulder,2009,2258721760.3963895
Boulder,2010,2273867544.3192673
Boulder,2011,2308951302.880853
Boulder,2012,2346219623.480011
Boulder,2013,2384334077.2494435
Boulder,2014,2409095011.0099325
Boulder,2015,2450478615.752474
Boulder,2016,2476777973.450509
Boulder,2017,2504607081.6378345
Boulder,2018,2532328209.2387342
Boulder,2019,2560072600.1444197
Boulder,2020,2587980911.6279745
Boulder,2021,2616076156.641143
Boulder,2022,2644387516.4452605
Boulder,2023,2676841578.0660086
Boulder,2024,2709466344.6221695
Boulder,2025,2742314214.9963584
Boulder,2026,2775388660.3424206
Boulder,2027,2808552020.6852236
Boulder,2028,2837814503.5530024
Boulder,2029,2869346430.7656627
Boulder,2030,2900753574.8156347
Boulder,2031,2932007906.4224534
Boulder,2032,2963028081.535248
Boulder,2033,2993750331.874834
Boulder,2034,3024098705.3989677
Boulder,2035,3054030105.4104676
Boulder,2036,3083484415.787877
Boulder,2037,3112463961.999102
Boulder,2038,3140947161.9174457
Boulder,2039,3168916206.4033113
Park,1990,59720993.70188943
Park,1991,63332221.83344997
Park,1992,66540374.3876837
Park,1993,70538226.03219035
Park,1994,78361182.64520644
Park,1995,86990290.41287614
Park,1996,93628698.39048286
Park,1997,101706662.00139959
Park,1998,107440206.43806858
Park,1999,114374751.57452765
Park,2000,121153002.0993702
Park,2001,124805360.3948109
Park,2002,126820738.27878787
Park,2003,129880822.25520784
Park,2004,130900850.2430428
Park,2005,132118303.00969782
Park,2006,132669447.16890205
Park,2007,134380461.86059424
Park,2008,133903351.99391636
Park,2009,131377960.10924359
Park,2010,133895125.96221134
Park,2011,132406214.13719878
Park,2012,132044268.71995175
Park,2013,133163009.09942608
Park,2014,134544982.50746128
Park,2015,137506354.08879513
Park,2016,142186966.4079381
Park,2017,144846953.2277131
Park,2018,147470486.10935968
Park,2019,150056579.18071246
Park,2020,152601365.0603119
Park,2021,155104137.73939478
Park,2022,157564091.6041799
Park,2023,159979134.9568636
Park,2024,162352303.45274538
Park,2025,164690496.72741687
Park,2026,167416052.1270016
Park,2027,170536475.23932624
Park,2028,173588258.6507028
Park,2029,176612558.95587763
Park,2030,179605988.8026773
Park,2031,182415544.58442128
Park,2032,185036821.11198097
Park,2033,187463568.88070324
Park,2034,189690442.6207773
Park,2035,191714025.29134095
Park,2036,193530825.0128682
Park,2037,194998235.55273888
Park,2038,196117524.85650092
Park,2039,196889779.9204472
Gunnison,1990,86534680.90107737
Gunnison,1991,87713971.79236042
Gunnison,1992,90729587.07149853
Gunnison,1993,95236162.97747307
Gunnison,1994,98277048.77571009
Gunnison,1995,100930453.28109697
Gunnison,1996,103112141.42997062
Gunnison,1997,104417784.91674829
Gunnison,1998,113245619.58863859
Gunnison,1999,115705283.4476004
Gunnison,2000,117828007.0519099
Gunnison,2001,120835198.82589468
Gunnison,2002,120590917.13870256
Gunnison,2003,119664331.44443998
Gunnison,2004,119866495.59273325
Gunnison,2005,121913407.6389878
Gunnison,2006,123404368.26761006
Gunnison,2007,125990384.7201459
Gunnison,2008,127506615.86867572
Gunnison,2009,128593248.1870233
Gunnison,2010,128997576.49363369
Gunnison,2011,128618518.70554943
Gunnison,2012,129587221.94237503
Gunnison,2013,131330887.758474
Gunnison,2014,132813424.87730987
Gunnison,2015,135593181.98005298
Gunnison,2016,138094963.36809176
Gunnison,2017,139909017.29747397
Gunnison,2018,141653079.89854416
Gunnison,2019,143308065.09580484
Gunnison,2020,144903718.1705811
Gunnison,2021,146442979.6161851
Gunnison,2022,148273808.37262395
Gunnison,2023,150145913.86495066
Gunnison,2024,151972087.327451
Gunnison,2025,153767648.50031444
Gunnison,2026,155526923.24741122
Gunnison,2027,157270392.46383283
Gunnison,2028,159000468.2472037
Gunnison,2029,160719608.51924136
Gunnison,2030,162421229.78858376
Gunnison,2031,164113723.20506433
Gunnison,2032,165801034.8261372
Gunnison,2033,167482286.22472897
Gunnison,2034,169148820.9398772
Gunnison,2035,170803782.8913264
Gunnison,2036,172446820.72450113
Gunnison,2037,174079572.47056577
Gunnison,2038,175700667.2371746
Gunnison,2039,177309105.85406432
Phillips,1990,36824287.73718493
Phillips,1991,36929776.26734636
Phillips,1992,37184706.88190314
Phillips,1993,38441778.53299348
Phillips,1994,38705499.85839705
Phillips,1995,39356012.46105918
Phillips,1996,39575780.23222883
Phillips,1997,40217502.12404418
Phillips,1998,40129595.01557632
Phillips,1999,39725222.31662418
Phillips,2000,39127453.97904276
Phillips,2001,39443919.569439135
Phillips,2002,39523035.96697229
Phillips,2003,39356012.461147085
Phillips,2004,40261455.67827811
Phillips,2005,39980152.93170842
Phillips,2006,39593361.65392241
Phillips,2007,39417547.43707461
Phillips,2008,39127453.97921856
Phillips,2009,39153826.112022646
Phillips,2010,39268105.35259133
Phillips,2011,38441778.53304622
Phillips,2012,38538476.35230813
Phillips,2013,38318708.581015415
Phillips,2014,38494522.79772257
Phillips,2015,37861591.61684188
Phillips,2016,37668195.97837968
Phillips,2017,37603507.51969023
Phillips,2018,37625839.64613802
Phillips,2019,37653644.43132881
Phillips,2020,37689558.5860485
Phillips,2021,37739874.22820475
Phillips,2022,37805685.45665821
Phillips,2023,37869579.50060172
Phillips,2024,37933493.328576185
Phillips,2025,37999124.968195766
Phillips,2026,38065546.828047164
Phillips,2027,38086890.57390092
Phillips,2028,38168698.2057688
Phillips,2029,38089760.76000669
Phillips,2030,38117848.33419011
Phillips,2031,38149510.96218325
Phillips,2032,38103730.68456581
Phillips,2033,38115027.315804735
Phillips,2034,38095670.38180486
Phillips,2035,38100425.932306536
Phillips,2036,38057565.14992267
Phillips,2037,38087574.82934827
Phillips,2038,38092565.999241896
Phillips,2039,38012028.88143734
Conejos,1990,31841538.15830968
Conejos,1991,32191867.70734784
Conejos,1992,32097876.852727845
Conejos,1993,32644732.734153263
Conejos,1994,33093325.44938505
Conejos,1995,33652998.265531376
Conejos,1996,34268211.132134974
Conejos,1997,34622812.99274677
Conejos,1998,34973142.54178493
Conejos,1999,35515726.111636706
Conejos,2000,35917323.3995585
Conejos,2001,35737886.31310693
Conejos,2002,35840421.791297145
Conejos,2003,35831877.167671375
Conejos,2004,36318920.6876939
Conejos,2005,36314648.37522309
Conejos,2006,36186479.02775767
Conejos,2007,36028403.500857554
Conejos,2008,35819060.23404843
Conejos,2009,35075678.019680366
Conejos,2010,35430279.88016398
Conejos,2011,35383284.453071885
Conejos,2012,35229481.237002015
Conejos,2013,35156851.94001523
Conejos,2014,35229481.235899776
Conejos,2015,34494643.64568296
Conejos,2016,34345112.740204066
Conejos,2017,34418711.390491344
Conejos,2018,34448485.43801413
Conejos,2019,34478098.02753417
Conejos,2020,34557908.89613533
Conejos,2021,34643848.16039134
Conejos,2022,34737206.87810015
Conejos,2023,34838765.34825935
Conejos,2024,34950126.86687557
Conejos,2025,35074244.167242005
Conejos,2026,35212945.79073577
Conejos,2027,35352586.105248116
Conejos,2028,35492602.25429612
Conejos,2029,35632762.27753778
Conejos,2030,35775249.868826345
Conejos,2031,35920297.48367755
Conejos,2032,36068164.76257769
Conejos,2033,36217620.31452886
Conejos,2034,36366935.971496046
Conejos,2035,36516785.3134745
Conejos,2036,36665189.68561826
Conejos,2037,36813167.64194539
Conejos,2038,36959171.832988836
Conejos,2039,37102037.63844359
Cheyenne,1990,68570610.99585062
Cheyenne,1991,70859158.71369293
Cheyenne,1992,68856679.4605809
Cheyenne,1993,65995994.813278005
Cheyenne,1994,65709926.34854771
Cheyenne,1995,64937541.49377593
Cheyenne,1996,65338037.344398335
Cheyenne,1997,65709926.34854771
Cheyenne,1998,66940020.74688796
Cheyenne,1999,65109182.5726141
Cheyenne,2000,63335558.0912863
Cheyenne,2001,62162677.38531997
Cheyenne,2002,61848002.07448854
Cheyenne,2003,60617907.67586219
Cheyenne,2004,59216172.19925591
Cheyenne,2005,58386573.6514237
Cheyenne,2006,56555735.47740728
Cheyenne,2007,54639076.76342825
Cheyenne,2008,54295794.606295414
Cheyenne,2009,52436349.58483339
Cheyenne,2010,51806998.9626556
Cheyenne,2011,53323161.82586917
Cheyenne,2012,53637837.137473
Cheyenne,2013,54038332.987837926
Cheyenne,2014,52836845.435884885
Cheyenne,2015,52350529.044584714
Cheyenne,2016,53008486.51526659
Cheyenne,2017,53032970.824631736
Cheyenne,2018,52983809.59380144
Cheyenne,2019,52942870.86555547
Cheyenne,2020,52914442.1041109
Cheyenne,2021,52892561.15674689
Cheyenne,2022,52873695.10043756
Cheyenne,2023,52862034.593459636
Cheyenne,2024,52863370.73086323
Cheyenne,2025,52876908.85215714
Cheyenne,2026,52902830.67512464
Cheyenne,2027,52930108.98792247
Cheyenne,2028,52958558.267341614
Cheyenne,2029,52987523.424293004
Cheyenne,2030,52874357.832446314
Cheyenne,2031,52609647.93323767
Cheyenne,2032,52339424.80989436
Cheyenne,2033,52064053.63696462
Cheyenne,2034,51781104.96499554
Cheyenne,2035,51493702.11969391
Cheyenne,2036,51202893.61956471
Cheyenne,2037,50910845.158307
Cheyenne,2038,50618250.09733725
Cheyenne,2039,50324947.75331472
Archuleta,1990,40763401.8311292
Archuleta,1991,42835084.435401835
Archuleta,1992,44845835.198372334
Archuleta,1993,47092696.84638861
Archuleta,1994,49796547.30417091
Archuleta,1995,54153173.957273655
Archuleta,1996,60391071.210579865
Archuleta,1997,64953342.828077324
Archuleta,1998,69561313.32655138
Archuleta,1999,72889715.15768057
Archuleta,2000,76484693.79450662
Archuleta,2001,79706464.9027249
Archuleta,2002,81496337.73812653
Archuleta,2003,83507088.50628388
Archuleta,2004,85083699.89785932
Archuleta,2005,86843106.81336397
Archuleta,2006,89859232.9599447
Archuleta,2007,92220341.81288545
Archuleta,2008,91961381.4840915
Archuleta,2009,90628497.45348997
Archuleta,2010,92022313.32655138
Archuleta,2011,91420611.39376892
Archuleta,2012,92227958.28909533
Archuleta,2013,93004839.26674102
Archuleta,2014,93362813.83556394
Archuleta,2015,94573834.18046139
Archuleta,2016,98305909.46110073
Archuleta,2017,100173969.61097008
Archuleta,2018,102230724.28801668
Archuleta,2019,104264695.39446229
Archuleta,2020,106272619.96281435
Archuleta,2021,108250702.69900471
Archuleta,2022,110196541.21557191
Archuleta,2023,112110436.36473154
Archuleta,2024,113984999.9254145
Archuleta,2025,115825860.54261775
Archuleta,2026,117815705.8577799
Archuleta,2027,120130342.6716344
Archuleta,2028,122769998.39425075
Archuleta,2029,125738335.55581845
Archuleta,2030,129036624.44709612
Archuleta,2031,132663228.70811489
Archuleta,2032,136466583.56215253
Archuleta,2033,140236191.55162254
Archuleta,2034,144029563.20454252
Archuleta,2035,147808011.18461943
Archuleta,2036,151520773.76952136
Archuleta,2037,155295492.50003266
Archuleta,2038,159023154.67102465
Archuleta,2039,162777952.840092
Kiowa,1990,35488031.62055335
Kiowa,1991,35361889.328063235
Kiowa,1992,35740316.205533594
Kiowa,1993,35740316.205533594
Kiowa,1994,35698268.774703555
Kiowa,1995,34436845.84980237
Kiowa,1996,34941415.019762844
Kiowa,1997,34899367.588932805
Kiowa,1998,34794249.0118577
Kiowa,1999,34184561.26482213
Kiowa,2000,33890229.24901185
Kiowa,2001,33764086.957068354
Kiowa,2002,32923138.340404466
Kiowa,2003,32544711.462555703
Kiowa,2004,32019118.57682281
Kiowa,2005,32439592.885753915
Kiowa,2006,31829905.13865524
Kiowa,2007,30925885.375578146
Kiowa,2008,30105960.473320182
Kiowa,2009,29265011.85846436
Kiowa,2010,29643438.735177863
Kiowa,2011,30379268.774493318
Kiowa,2012,29958794.466066763
Kiowa,2013,29517296.44310821
Kiowa,2014,29307059.289000075
Kiowa,2015,29349106.719767045
Kiowa,2016,28318944.6637583
Kiowa,2017,28345050.985910248
Kiowa,2018,28381570.66615204
Kiowa,2019,28413551.677373823
Kiowa,2020,28441622.308748614
Kiowa,2021,28460913.325581905
Kiowa,2022,28359056.13393259
Kiowa,2023,28243653.17364839
Kiowa,2024,28114149.748020943
Kiowa,2025,27978404.207189362
Kiowa,2026,27836146.19609665
Kiowa,2027,27697998.33217376
Kiowa,2028,27560589.275122352
Kiowa,2029,27422018.334281348
Kiowa,2030,27278702.026377387
Kiowa,2031,27132461.0104214
Kiowa,2032,26984172.218001872
Kiowa,2033,26832707.847042434
Kiowa,2034,26681356.683114115
Kiowa,2035,26531092.96563074
Kiowa,2036,26384004.138749227
Kiowa,2037,26240767.540979832
Kiowa,2038,26104670.429027934
Kiowa,2039,25975855.41474421
Lincoln,1990,53327690.22962629
Lincoln,1991,61437118.41512832
Lincoln,1992,67544637.55065286
Lincoln,1993,66526717.6947321
Lincoln,1994,67137469.60828455
Lincoln,1995,67680360.19810896
Lincoln,1996,69139378.65826204
Lincoln,1997,68901864.02521387
Lincoln,1998,69060207.11391266
Lincoln,1999,68856623.1427285
Lincoln,2000,69716199.90995046
Lincoln,2001,68720900.49527235
Lincoln,2002,68392904.09702729
Lincoln,2003,68449455.19749871
Lincoln,2004,66809473.21023172
Lincoln,2005,65452246.73365748
Lincoln,2006,64072399.81718649
Lincoln,2007,63009239.079707816
Lincoln,2008,62455038.26982757
Lincoln,2009,61787735.25518162
Lincoln,2010,62228833.85862224
Lincoln,2011,61041260.693370074
Lincoln,2012,61504979.738584906
Lincoln,2013,61233534.44336737
Lincoln,2014,62308005.40266624
Lincoln,2015,62760414.22792711
Lincoln,2016,62816965.33088674
Lincoln,2017,63512901.43158423
Lincoln,2018,64208126.164803885
Lincoln,2019,64995205.58112183
Lincoln,2020,65947910.14424707
Lincoln,2021,66855541.85971499
Lincoln,2022,67900270.55751885
Lincoln,2023,68777672.34818883
Lincoln,2024,69599672.08591005
Lincoln,2025,70482023.6594326
Lincoln,2026,71480254.89915128
Lincoln,2027,72525005.15287836
Lincoln,2028,73441093.96687758
Lincoln,2029,74496321.45415416
Lincoln,2030,75470768.54030935
Lincoln,2031,76483220.4570979
Lincoln,2032,77507732.10353312
Lincoln,2033,78512427.51295781
Lincoln,2034,79449035.58816719
Lincoln,2035,80630762.24230354
Lincoln,2036,81712733.73499002
Lincoln,2037,82751969.56403522
Lincoln,2038,83795428.93177134
Lincoln,2039,84924129.1012286
Jefferson,1990,4451775947.966392
Jefferson,1991,4550722069.105203
Jefferson,1992,4691100676.685899
Jefferson,1993,4819345050.938842
Jefferson,1994,4892474300.335288
Jefferson,1995,4972242463.045334
Jefferson,1996,5040392527.45658
Jefferson,1997,5102956189.201506
Jefferson,1998,5186468860.945136
Jefferson,1999,5270760795.3795395
Jefferson,2000,5330521135.496619
Jefferson,2001,5344193653.616547
Jefferson,2002,5338850137.947784
Jefferson,2003,5317496316.178868
Jefferson,2004,5311899793.235069
Jefferson,2005,5298146312.814327
Jefferson,2006,5308894065.792452
Jefferson,2007,5334609734.551532
Jefferson,2008,5369474149.749695
Jefferson,2009,5390129671.19342
Jefferson,2010,5420915607.626298
Jefferson,2011,5462135567.884341
Jefferson,2012,5524466462.863955
Jefferson,2013,5580441812.781661
Jefferson,2014,5653297814.18831
Jefferson,2015,5714110664.987472
Jefferson,2016,5785883794.870073
Jefferson,2017,5855875613.151374
Jefferson,2018,5926022970.100404
Jefferson,2019,5996275771.210405
Jefferson,2020,6066594981.606083
Jefferson,2021,6126349545.452639
Jefferson,2022,6185636582.6589
Jefferson,2023,6244470516.4735365
Jefferson,2024,6292379060.621012
Jefferson,2025,6339419347.038919
Jefferson,2026,6385509156.446388
Jefferson,2027,6430434509.932252
Jefferson,2028,6474115177.433444
Jefferson,2029,6516532962.373707
Jefferson,2030,6557539689.571645
Jefferson,2031,6596950900.241491
Jefferson,2032,6634623621.027247
Jefferson,2033,6670610644.733545
Jefferson,2034,6705037845.2226
Jefferson,2035,6737652922.437709
Jefferson,2036,6768427268.138581
Jefferson,2037,6797661715.542375
Jefferson,2038,6825409313.713779
Jefferson,2039,6851788627.551137
Pitkin,1990,146902703.3750081
Pitkin,1991,150650398.91170564
Pitkin,1992,155071055.25685042
Pitkin,1993,163134982.18565783
Pitkin,1994,168692710.24162725
Pitkin,1995,170003823.54084343
Pitkin,1996,168797135.19466218
Pitkin,1997,171674622.7894021
Pitkin,1998,171454170.11077282
Pitkin,1999,172034308.73874456
Pitkin,2000,182894503.85437584
Pitkin,2001,187779271.10492632
Pitkin,2002,186816240.97702834
Pitkin,2003,188835123.40478343
Pitkin,2004,186537774.43358296
Pitkin,2005,187222338.02166733
Pitkin,2006,186653802.1659997
Pitkin,2007,188382615.27436212
Pitkin,2008,193453026.88353136
Pitkin,2009,197862080.46018937
Pitkin,2010,198952741.07663405
Pitkin,2011,198697480.08007118
Pitkin,2012,199822949.01599264
Pitkin,2013,201772214.80495673
Pitkin,2014,204475660.8110615
Pitkin,2015,207051476.3229342
Pitkin,2016,206216076.69942063
Pitkin,2017,208917339.5171196
Pitkin,2018,211541918.51179618
Pitkin,2019,213486429.7595278
Pitkin,2020,215375427.64032894
Pitkin,2021,217196399.03937092
Pitkin,2022,218959772.2349761
Pitkin,2023,220671282.2319896
Pitkin,2024,222312931.0970646
Pitkin,2025,223901686.0803621
Pitkin,2026,226050549.63111985
Pitkin,2027,228185878.1824319
Pitkin,2028,230318751.18043953
Pitkin,2029,232454459.3891703
Pitkin,2030,234581751.94135746
Pitkin,2031,236720056.4020241
Pitkin,2032,238849251.7261252
Pitkin,2033,240968927.2434232
Pitkin,2034,243070475.9884242
Pitkin,2035,245126248.776393
Pitkin,2036,246899576.33082813
Pitkin,2037,248526762.21325186
Pitkin,2038,250178062.6623658
Pitkin,2039,251908435.65489697
Logan,1990,123618148.38164565
Logan,1991,123674688.61302482
Logan,1992,124155280.57974781
Logan,1993,126968157.09086181
Logan,1994,133088637.1376576
Logan,1995,136912170.28467438
Logan,1996,138975888.7300143
Logan,1997,141392983.62147406
Logan,1998,141357645.97686207
Logan,1999,143428431.9511244
Logan,2000,145986877.4210321
Logan,2001,157987541.5268803
Logan,2002,156157051.54198685
Logan,2003,158107689.51834902
Logan,2004,156764859.02627397
Logan,2005,156107578.8387527
Logan,2006,157372666.51331738
Logan,2007,158333850.44549134
Logan,2008,157775515.66394365
Logan,2009,159139548.74858123
Logan,2010,157542287.20915118
Logan,2011,157280788.6382097
Logan,2012,155506838.87969163
Logan,2013,154135738.26840737
Logan,2014,156185321.6580581
Logan,2015,156347874.8218385
Logan,2016,155817810.15403694
Logan,2017,157678812.37972975
Logan,2018,159519514.4098158
Logan,2019,161333849.03538013
Logan,2020,163120469.35165936
Logan,2021,164881138.4709656
Logan,2022,166610613.65461695
Logan,2023,168312259.0715552
Logan,2024,169986569.38221455
Logan,2025,171643183.8992381
Logan,2026,173292944.3812527
Logan,2027,174931965.86133713
Logan,2028,176557597.5091777
Logan,2029,178173838.70406222
Logan,2030,179781420.2215484
Logan,2031,181377629.18815714
Logan,2032,182956311.57670632
Logan,2033,184513116.5791523
Logan,2034,186050818.47967973
Logan,2035,187570128.41502067
Logan,2036,189070013.9357784
Logan,2037,190551868.97984186
Logan,2038,192013999.0298613
Logan,2039,193459602.10330796
Weld,1990,1155707235.297496
Weld,1991,1188767727.653351
Weld,1992,1227205476.249337
Weld,1993,1276695500.7004461
Weld,1994,1325703849.1039863
Weld,1995,1376490020.0103712
Weld,1996,1417047143.2156599
Weld,1997,1461133638.1876795
Weld,1998,1509774161.2458036
Weld,1999,1552459416.806714
Weld,2000,1603315649.6836545
Weld,2001,1685708527.0498621
Weld,2002,1742572573.914194
Weld,2003,1814228454.2954073
Weld,2004,1874761996.8167844
Weld,2005,1956760775.6467857
Weld,2006,2025517841.9822533
Weld,2007,2086787035.2461338
Weld,2008,2137906000.4662423
Weld,2009,2180319765.9630637
Weld,2010,2226569424.252337
Weld,2011,2264324068.6643066
Weld,2012,2311379439.6217995
Weld,2013,2364425109.0595064
Weld,2014,2415780533.5083566
Weld,2015,2492200627.8619432
Weld,2016,2578254243.2035093
Weld,2017,2669387595.9761944
Weld,2018,2761155391.0052896
Weld,2019,2853502408.2271557
Weld,2020,2946427685.710461
Weld,2021,3044362779.612358
Weld,2022,3147447808.7409515
Weld,2023,3251282348.0860133
Weld,2024,3359042747.899626
Weld,2025,3467819055.1612196
Weld,2026,3577653237.5868545
Weld,2027,3688499644.2961984
Weld,2028,3800305847.1579065
Weld,2029,3913012170.827
Weld,2030,4026564728.1400943
Weld,2031,4140885318.4510384
Weld,2032,4258153197.190292
Weld,2033,4378336488.085947
Weld,2034,4499173429.484612
Weld,2035,4620592800.031817
Weld,2036,4742555110.132302
Weld,2037,4861057475.640301
Weld,2038,4980021187.025474
Weld,2039,5098552534.360852
Arapahoe,1990,3500748778.0297546
Arapahoe,1991,3588968690.4581547
Arapahoe,1992,3717840438.2271357
Arapahoe,1993,3805036711.272096
Arapahoe,1994,3884604645.607427
Arapahoe,1995,3939160174.138722
Arapahoe,1996,4015043006.6936717
Arapahoe,1997,4086199295.6607413
Arapahoe,1998,4204985970.1998386
Arapahoe,1999,4284215658.478033
Arapahoe,2000,4368020569.739599
Arapahoe,2001,4465479940.233679
Arapahoe,2002,4544095444.909403
Arapahoe,2003,4596176436.497275
Arapahoe,2004,4661698258.253863
Arapahoe,2005,4701744811.176413
Arapahoe,2006,4771503609.796929
Arapahoe,2007,4859011425.303881
Arapahoe,2008,4951263586.779159
Arapahoe,2009,5042358590.693216
Arapahoe,2010,5116487884.486287
Arapahoe,2011,5211721951.968973
Arapahoe,2012,5303128498.328738
Arapahoe,2013,5404326377.86772
Arapahoe,2014,5500379356.904958
Arapahoe,2015,5599449846.758473
Arapahoe,2016,5672332970.87403
Arapahoe,2017,5756635825.295991
Arapahoe,2018,5841101959.399643
Arapahoe,2019,5930554714.371369
Arapahoe,2020,6020517892.252708
Arapahoe,2021,6110888624.568066
Arapahoe,2022,6201572045.7592125
Arapahoe,2023,6292591455.920034
Arapahoe,2024,6383978119.311627
Arapahoe,2025,6475807277.260642
Arapahoe,2026,6568046692.185162
Arapahoe,2027,6660299039.530204
Arapahoe,2028,6752546119.666707
Arapahoe,2029,6844693638.519171
Arapahoe,2030,6936558774.266405
Arapahoe,2031,7027963234.071072
Arapahoe,2032,7118723262.447818
Arapahoe,2033,7208645148.390744
Arapahoe,2034,7297671613.258248
Arapahoe,2035,7385688544.625645
Arapahoe,2036,7477157305.036924
Arapahoe,2037,7567802633.431551
Arapahoe,2038,7657638342.179837
Arapahoe,2039,7732887556.253567
Adams,1990,2008985565.389527
Adams,1991,2068799439.9959443
Adams,1992,2127516991.530951
Adams,1993,2198558726.558368
Adams,1994,2274250383.5783205
Adams,1995,2363423033.9522414
Adams,1996,2442449025.279036
Adams,1997,2515872427.6684837
Adams,1998,2601120997.5316305
Adams,1999,2686437615.033693
Adams,2000,2659407580.686841
Adams,2001,2717648798.7751484
Adams,2002,2806443406.662261
Adams,2003,2855467950.1087556
Adams,2004,2918071777.8819637
Adams,2005,2989438629.410955
Adams,2006,3081703666.924326
Adams,2007,3144670415.4792438
Adams,2008,3214404123.673518
Adams,2009,3298972217.1399517
Adams,2010,3354816646.1558385
Adams,2011,3415605870.2405972
Adams,2012,3478474327.7510157
Adams,2013,3549644597.2234464
Adams,2014,3627521339.5277743
Adams,2015,3704233711.157841
Adams,2016,3762830289.092519
Adams,2017,3852050853.738376
Adams,2018,3934653934.5109086
Adams,2019,4018175376.7169747
Adams,2020,4102581147.6384544
Adams,2021,4187834010.3913174
Adams,2022,4273886304.215409
Adams,2023,4360683139.324927
Adams,2024,4448152927.024652
Adams,2025,4536212096.380921
Adams,2026,4624757375.121977
Adams,2027,4713687865.714035
Adams,2028,4802882477.261997
Adams,2029,4892216869.855031
Adams,2030,4981577089.9821205
Adams,2031,5070847063.131558
Adams,2032,5159918554.43287
Adams,2033,5248680861.220258
Adams,2034,5337044313.619252
Adams,2035,5424927073.382335
Adams,2036,5512265807.792447
Adams,2037,5599073319.792827
Adams,2038,5685328096.934464
Adams,2039,5771030603.46331
Delta,1990,173587623.40207148
Delta,1991,175631290.84631893
Delta,1992,180951445.36717364
Delta,1993,192261944.94728002
Delta,1994,201412941.6814407
Delta,1995,208445805.3559765
Delta,1996,212789632.91966036
Delta,1997,215131162.82541755
Delta,1998,221965451.52561352
Delta,1999,226772620.6960903
Delta,2000,230926147.24269852
Delta,2001,234872824.85877827
Delta,2002,238107942.14774096
Delta,2003,240449472.0587936
Delta,2004,243692863.3031172
Delta,2005,243353631.0547075
Delta,2006,245753078.658087
Delta,2007,247201021.17964596
Delta,2008,251048411.31078982
Delta,2009,253389941.2134029
Delta,2010,255640457.59074366
Delta,2011,251280082.11090976
Delta,2012,252033012.22241998
Delta,2013,250882932.16194874
Delta,2014,248119430.434826
Delta,2015,247995321.07783264
Delta,2016,252115751.7941928
Delta,2017,252870302.47891474
Delta,2018,253977828.88214737
Delta,2019,255430385.3218215
Delta,2020,256806841.37794822
Delta,2021,258529400.3038274
Delta,2022,260181796.08942384
Delta,2023,261769277.29575697
Delta,2024,263297658.79537255
Delta,2025,264772121.8028605
Delta,2026,266197611.34541944
Delta,2027,267577306.9405053
Delta,2028,269752892.41251034
Delta,2029,272725462.29726094
Delta,2030,276491365.3279471
Delta,2031,280517118.52608436
